target_id	length	eff_length	est_counts	tpm
BcK1E1_00001	1476	1327	40056	426.562
BcK1E1_00002	1125	976	20373	294.979
BcK1E1_00003	1203	1054	3738	50.1169
BcK1E1_00004	486	337	564	23.6502
BcK1E1_00005	2097	1948	68143	494.331
BcK1E1_00006	2706	2557	81760	451.851
BcK1E1_00007	540	391	19892	718.931
BcK1E1_00008	1347	1198	27685	326.568
BcK1E1_00009	468	319	477	21.1307
BcK1E1_00010	966	817	2251	38.9349
BcK1E1_00011	1449	1300	3712	40.3506
BcK1E1_00012	324	175	611	49.3388
BcK1E1_00013	1446	1297	137	1.49268
BcK1E1_00014	1170	1021	125	1.73009
BcK1E1_00015	180	33.6633	2	0.839573
BcK1E1_00016	447	298	365	17.3086
BcK1E1_00017	717	568	2479	61.6756
BcK1E1_00018	74	5.2474	0	0
BcK1E1_00019	74	5.2474	0	0
BcK1E1_00020	75	5.29865	0	0
BcK1E1_00021	777	628	667	15.009
BcK1E1_00022	984	835	2350	39.771
BcK1E1_00023	1332	1183	5365	64.0871
BcK1E1_00024	1335	1186	1838	21.9001
BcK1E1_00025	696	547	3520	90.937
BcK1E1_00026	2757	2608	99791	540.716
BcK1E1_00027	1842	1693	7656	63.9043
BcK1E1_00028	1629	1480	5453	52.0666
BcK1E1_00029	1101	952	11130	165.213
BcK1E1_00030	381	232	5723	348.595
BcK1E1_00031	438	289	451	22.0528
BcK1E1_00032	2448	2299	55244	339.572
BcK1E1_00033	228	79.0036	4306	770.216
BcK1E1_00034	795	646	5196	113.664
BcK1E1_00035	1488	1339	4508	47.5761
BcK1E1_00036	474	325	8440	366.982
BcK1E1_00037	768	619	3409	77.8255
BcK1E1_00038	1092	943	4021	60.257
BcK1E1_00039	645	496	2051	58.4345
BcK1E1_00040	2097	1948	25314	183.636
BcK1E1_00041	945	796	8744	155.232
BcK1E1_00042	1467	1318	19225	206.128
BcK1E1_00043	1626	1477	23070	220.725
BcK1E1_00044	1617	1468	25341	243.94
BcK1E1_00045	516	367	10238	394.216
BcK1E1_00046	708	559	25463	643.699
BcK1E1_00047	2448	2299	9697	59.6051
BcK1E1_00048	1266	1117	849	10.7409
BcK1E1_00049	657	508	180	5.00719
BcK1E1_00050	1071	922	2453	37.5969
BcK1E1_00051	984	835	1770	29.9552
BcK1E1_00052	228	79.0036	45	8.04917
BcK1E1_00053	86	5.93769	0	0
BcK1E1_00054	249	100	1066	150.641
BcK1E1_00055	1257	1108	127	1.61975
BcK1E1_00056	717	568	295	7.33937
BcK1E1_00057	1368	1219	6658	77.1837
BcK1E1_00058	1956	1807	22156	173.268
BcK1E1_00059	2487	2338	7998	48.3417
BcK1E1_00060	1011	862	3668	60.1322
BcK1E1_00061	1506	1357	9434	98.2429
BcK1E1_00062	1455	1306	19344	209.309
BcK1E1_00063	1101	952	9057	134.441
BcK1E1_00064	74	5.2474	0	0
BcK1E1_00065	654	505	270	7.5554
BcK1E1_00066	1560	1411	10855	108.715
BcK1E1_00067	795	646	3105	67.9226
BcK1E1_00068	1101	952	3470	51.5084
BcK1E1_00069	954	805	4233	74.3084
BcK1E1_00070	2640	2491	8637	48.9976
BcK1E1_00071	384	235	242	14.5523
BcK1E1_00072	1167	1018	173	2.40151
BcK1E1_00073	135	12.1958	7	8.11099
BcK1E1_00074	1284	1135	1647	20.5061
BcK1E1_00075	957	808	4886	85.453
BcK1E1_00076	2331	2182	3572	23.1335
BcK1E1_00077	2700	2551	4139	22.9282
BcK1E1_00078	1104	955	4893	72.4031
BcK1E1_00079	1287	1138	41407	514.182
BcK1E1_00080	1515	1366	9300	96.2094
BcK1E1_00081	1095	946	7076	105.702
BcK1E1_00082	396	247	2026	115.912
BcK1E1_00083	1086	937	1438	21.6873
BcK1E1_00084	1515	1366	5499	56.8877
BcK1E1_00085	126	10.3458	22	30.05
BcK1E1_00086	1602	1453	3478	33.8259
BcK1E1_00087	1350	1201	2290	26.945
BcK1E1_00088	1053	904	15052.4	235.301
BcK1E1_00089	1041	892	51114.6	809.777
BcK1E1_00090	1818	1669	12151	102.882
BcK1E1_00091	1464	1315	3643	39.1488
BcK1E1_00092	279	130	5	0.543516
BcK1E1_00093	1035	886	1802	28.7413
BcK1E1_00094	1470	1321	5306	56.761
BcK1E1_00095	2943	2794	2872	14.5259
BcK1E1_00096	1458	1309	7708	83.2123
BcK1E1_00097	492	343	73	3.00756
BcK1E1_00098	1011	862	135	2.21316
BcK1E1_00099	3666	3517	1033	4.15062
BcK1E1_00100	1599	1450	1089	10.6132
BcK1E1_00101	549	400	21	0.741899
BcK1E1_00102	1539	1390	8961	91.1018
BcK1E1_00103	915	766	797	14.7033
BcK1E1_00104	714	565	411	10.2797
BcK1E1_00105	225	76.0064	124	23.0546
BcK1E1_00106	1074	925	2166	33.0904
BcK1E1_00107	492	343	853	35.1431
BcK1E1_00108	1752	1603	5485	48.3536
BcK1E1_00109	1845	1696	6388	53.2261
BcK1E1_00110	981	832	4325	73.4595
BcK1E1_00111	1167	1018	742	10.3001
BcK1E1_00112	1797	1648	9424	80.8097
BcK1E1_00113	657	508	7113	197.867
BcK1E1_00114	1272	1123	3245	40.8338
BcK1E1_00115	1365	1216	5384	62.5687
BcK1E1_00116	108	7.80511	0	0
BcK1E1_00117	1260	1111	5381	68.4438
BcK1E1_00118	822	673	3232	67.8643
BcK1E1_00119	558	409	3086	106.625
BcK1E1_00120	654	505	2099	58.7363
BcK1E1_00121	2193	2044	14875	102.84
BcK1E1_00122	2880	2731	14339	74.1963
BcK1E1_00123	1272	1123	8083	101.713
BcK1E1_00124	237	88.0006	371	59.5763
BcK1E1_00125	74	5.2474	0	0
BcK1E1_00126	1656	1507	12458	116.821
BcK1E1_00127	1032	883	4135	66.1759
BcK1E1_00128	810	661	3466	74.099
BcK1E1_00129	294	145	707	68.9028
BcK1E1_00130	174	29.2345	61	29.4863
BcK1E1_00131	1263	1114	27412	347.729
BcK1E1_00132	1296	1147	11808	145.478
BcK1E1_00133	339	190	4784	355.814
BcK1E1_00134	1827	1678	322	2.71175
BcK1E1_00135	1449	1300	6663	72.4289
BcK1E1_00136	1527	1378	10492	107.596
BcK1E1_00137	759	610	3019	69.9389
BcK1E1_00138	249	100	3998	564.973
BcK1E1_00139	1854	1705	10973	90.9466
BcK1E1_00140	1065	916	9709	149.784
BcK1E1_00141	642	493	17870	512.228
BcK1E1_00142	744	595	2763	65.622
BcK1E1_00143	1098	949	3823	56.9277
BcK1E1_00144	2235	2086	62818	425.554
BcK1E1_00145	831	682	68	1.409
BcK1E1_00146	990	841	36	0.604911
BcK1E1_00147	573	424	42	1.39981
BcK1E1_00148	525	376	33	1.24026
BcK1E1_00149	288	139	57	5.79489
BcK1E1_00150	375	226	44	2.75125
BcK1E1_00151	411	262	77	4.15312
BcK1E1_00152	1152	1003	1360	19.1612
BcK1E1_00153	597	448	936	29.5245
BcK1E1_00154	2598	2449	23838	137.552
BcK1E1_00155	603	454	3098	96.4297
BcK1E1_00156	762	613	8755	201.828
BcK1E1_00157	567	418	7952	268.835
BcK1E1_00158	1095	946	7641	114.142
BcK1E1_00159	492	343	841	34.6487
BcK1E1_00160	801	652	2395	51.9091
BcK1E1_00161	1596	1447	3312	32.345
BcK1E1_00162	1911	1762	33908	271.945
BcK1E1_00163	105	7.48819	0	0
BcK1E1_00164	1533	1384	7755	79.1828
BcK1E1_00165	1659	1510	744	6.96276
BcK1E1_00166	1593	1444	777	7.60395
BcK1E1_00167	2133	1984	1122	7.99165
BcK1E1_00168	1077	928	6628	100.93
BcK1E1_00169	1020	871	597	9.68593
BcK1E1_00170	1272	1123	3375	42.4697
BcK1E1_00171	915	766	2303	42.4865
BcK1E1_00172	897	748	2089	39.4659
BcK1E1_00173	474	325	1371	59.6128
BcK1E1_00174	1065	916	1436	22.1536
BcK1E1_00175	2295	2146	30701	202.166
BcK1E1_00176	1143	994	14237	202.403
BcK1E1_00177	1179	1030	18475	253.473
BcK1E1_00178	1245	1096	10729	138.336
BcK1E1_00179	3057	2908	34166	166.029
BcK1E1_00180	654	505	3316	92.7916
BcK1E1_00181	1155	1006	3972	55.7952
BcK1E1_00182	1038	889	1582	25.1472
BcK1E1_00183	261	112	2840	358.332
BcK1E1_00184	1650	1501	2078	19.5637
BcK1E1_00185	558	409	7442	257.129
BcK1E1_00186	1593	1444	45036	440.735
BcK1E1_00187	1518	1369	39732	410.131
BcK1E1_00188	348	199	330	23.434
BcK1E1_00189	537	388	3955	144.046
BcK1E1_00190	1425	1276	7802	86.4053
BcK1E1_00191	660	511	2204	60.9503
BcK1E1_00192	1038	889	14662	233.065
BcK1E1_00193	897	748	4269	80.651
BcK1E1_00194	1224	1075	2056	27.0271
BcK1E1_00195	294	145	145	14.1314
BcK1E1_00196	1560	1411	47602	476.742
BcK1E1_00197	74	5.2474	0	0
BcK1E1_00198	75	5.29865	0	0
BcK1E1_00199	726	577	871	21.3318
BcK1E1_00200	2877	2728	4796	24.8439
BcK1E1_00201	1419	1270	3648	40.5916
BcK1E1_00202	822	673	14134	296.78
