target_id	length	eff_length	est_counts	tpm
BcK1E1_00001	1476	1327	37977	639.233
BcK1E1_00002	1125	976	19282	441.278
BcK1E1_00003	1203	1054	2595	54.9929
BcK1E1_00004	486	337	532	35.2607
BcK1E1_00005	2097	1948	47292	542.261
BcK1E1_00006	2706	2557	56835	496.472
BcK1E1_00007	540	391	16812	960.4
BcK1E1_00008	1347	1198	35696	665.537
BcK1E1_00009	468	319	371	25.9772
BcK1E1_00010	966	817	3021	82.5921
BcK1E1_00011	1449	1300	3790	65.1187
BcK1E1_00012	324	175	411	52.4582
BcK1E1_00013	1446	1297	217	3.73705
BcK1E1_00014	1170	1021	245	5.35982
BcK1E1_00015	180	33.6633	3	1.99055
BcK1E1_00016	447	298	292	21.8865
BcK1E1_00017	717	568	4002	157.376
BcK1E1_00018	74	5.2474	0	0
BcK1E1_00019	74	5.2474	0	0
BcK1E1_00020	75	5.29865	0	0
BcK1E1_00021	777	628	440	15.6496
BcK1E1_00022	984	835	1361	36.4067
BcK1E1_00023	1332	1183	4122	77.8275
BcK1E1_00024	1335	1186	1544	29.0785
BcK1E1_00025	696	547	2803	114.458
BcK1E1_00026	2757	2608	64192	549.772
BcK1E1_00027	1842	1693	4316	56.9422
BcK1E1_00028	1629	1480	2666	40.2354
BcK1E1_00029	1101	952	4868	114.215
BcK1E1_00030	381	232	6639	639.182
BcK1E1_00031	438	289	311	24.0366
BcK1E1_00032	2448	2299	85575	831.414
BcK1E1_00033	228	79.0036	14686	4152.09
BcK1E1_00034	795	646	5688	196.669
BcK1E1_00035	1488	1339	4096	68.3265
BcK1E1_00036	474	325	7940	545.691
BcK1E1_00037	768	619	4780	172.483
BcK1E1_00038	1092	943	3468	82.1442
BcK1E1_00039	645	496	1422	64.0365
BcK1E1_00040	2097	1948	33981	389.634
BcK1E1_00041	945	796	10119	283.945
BcK1E1_00042	1467	1318	23479	397.9
BcK1E1_00043	1626	1477	22422	339.081
BcK1E1_00044	1617	1468	20863	317.439
BcK1E1_00045	516	367	9162	557.614
BcK1E1_00046	708	559	28582	1142.06
BcK1E1_00047	2448	2299	15894	154.42
BcK1E1_00048	1266	1117	908	18.1569
BcK1E1_00049	657	508	212	9.32141
BcK1E1_00050	1071	922	4897	118.634
BcK1E1_00051	984	835	1436	38.4129
BcK1E1_00052	228	79.0036	43	12.1571
BcK1E1_00053	86	5.93769	0	0
BcK1E1_00054	249	100	341	76.1665
BcK1E1_00055	1257	1108	184	3.70926
BcK1E1_00056	717	568	260	10.2243
BcK1E1_00057	1368	1219	4559	83.5364
BcK1E1_00058	1956	1807	21219	262.287
BcK1E1_00059	2487	2338	8734	83.4408
BcK1E1_00060	1011	862	2805	72.6834
BcK1E1_00061	1506	1357	4260	70.1196
BcK1E1_00062	1455	1306	19060	325.979
