	ShaoY_2019_ERR3405065_bin.8	MGYG000219774	ShaoY_2019_ERR3405918_bin.15	VatanenT_2016_SRR4305363_bin.2	BackhedF_2015_ERR525762_bin.5	ShaoY_2019_ERR3405119_bin.12	Bg42221_1E1	MurphyR_2019_SRR7352005_bin.8	ParnanenK_2018_SRR5723804_bin.1	MurphyR_2019_SRR7351807_bin.6	ShaoY_2019_ERR3404734_bin.10	PV20-2	ShaoY_2019_ERR3405915_bin.14	MurphyR_2019_SRR7352002_bin.12	Baumann-DudenhoefferAM_2018_SRR7217889_bin.9	MGYG000152456	MGYG000008610	BackhedF_2015_ERR526045_bin.2	ShaoY_2019_ERR3406125_bin.1	ShaoY_2019_ERR3406266_bin.7	ShaoY_2019_ERR3406102_bin.6	JG_Bg468	ShaoY_2019_ERR3406198_bin.10	Bg42221_1D3	YassourM_2018_SRR7280800_bin.4	MurphyR_2019_SRR7351942_bin.8	MGYG000128273	KIJ_genome_18534	DianaHT_2018_SRR6795021_bin.13	CasaburiG_2019_SRR6277129_bin.6	CokerMO_2019_SRR8692222_bin.7	MGYG000111443	MurphyR_2019_SRR7351904_bin.13	MurphyR_2019_SRR7351642_bin.8	ShaoY_2019_ERR3405213_bin.4	VatanenT_2016_SRR4408034_bin.6	FerrettiP_2018_SRR5273974_bin.15	BackhedF_2015_ERR525997_bin.2	ChuDM_2017_SRR8942415_bin.5	MurphyR_2019_SRR7351990_bin.1	MurphyR_2019_SRR7352076_bin.1	MGYG000091537	WampachL_2018_SRR5575423_bin.7	SPMP78.bin.95	TM115-191	JCM15439	MGYG000183087	DianaHT_2018_SRR6795047_bin.4	MurphyR_2019_SRR7351743_bin.7	ShaoY_2019_ERR3406246_bin.4	MurphyR_2019_SRR7351718_bin.6	KIJ_genome_26637	ShaoY_2019_ERR3405896_bin.18	SPMP38.bin.25	ShaoY_2019_ERR3404970_bin.5	DianaHT_2018_SRR6795059_bin.13	ChuDM_2017_SRR8942364_bin.1	ShaoY_2019_ERR3406028_bin.3	SS_Bg39	ShaoY_2019_ERR3405650_bin.3	ShaoY_2019_ERR3405888_bin.7	MGYG000279952	MurphyR_2019_SRR7351945_bin.4	MGYG000000756	ChuDM_2017_SRR8942351_bin.4	ShaoY_2019_ERR3406144_bin.2	ShaoY_2019_ERR3405871_bin.8	Bg41121_2E9	MurphyR_2019_SRR7351817_bin.7	ShaoY_2019_ERR3406290_bin.8	MGYG000110618	ShaoY_2019_ERR3405965_bin.2	MurphyR_2019_SRR7411410_bin.1	MurphyR_2019_SRR7352101_bin.11	ShaoY_2019_ERR3406253_bin.8	Bg41721_1F7	MurphyR_2019_SRR7351968_bin.3	ShaoY_2019_ERR3404927_bin.4	MGYG000264346	ParnanenK_2018_SRR5723876_bin.5	MurphyR_2019_SRR7351639_bin.4	ERR7738226_bin.16	ShaoY_2019_ERR3406025_bin.10	1899B	ShaoY_2019_ERR3405190_bin.3	Bcat_MC1	ShaoY_2019_ERR3405651_bin.7	MurphyR_2019_SRR7351965_bin.4	Bifidobacterium_catenulatum_BIOML_A1	VatanenT_2016_SRR4305474_bin.9	DSM16992	CokerMO_2019_SRR8692185_bin.21	VatanenT_2016_SRR4408139_bin.2	ShaoY_2019_ERR3405802_bin.7	ShaoY_2019_ERR3405657_bin.2
ShaoY_2019_ERR3405065_bin.8	1.0	0.960823222222222	0.9834660030472321	0.9610595955196017	0.960951051964512	0.9825723399014779	0.9714633795309169	0.9573119863861387	0.9564367990226024	0.9621275440806046	0.9583243246592318	0.9511724411257898	0.9829703464322647	0.978433649746193	0.9581428685503685	0.9590804678727385	0.9584561047979797	0.9559607725321888	0.9826449219143577	0.9613418502202646	0.9852974225774226	0.9359654657618752	0.9604192551813472	0.9543113310961968	0.9597886729559747	0.9771475397232188	0.9588427120743035	0.9388747532792004	0.9434349460431655	0.9598252767295596	0.9598257080474111	0.9597880490874764	0.959960241038319	0.9837667405219103	0.9608089962121215	0.9589064316109424	0.9625405861456484	0.9598841549295773	0.9607478381717109	0.9602951143583228	0.97964523326572	0.9629043729481286	0.9789536836573831	0.9388661205273071	0.9595354671717172	0.9821651237623763	0.9607537815126052	0.9368227006369427	0.9613307582349286	0.9612377980535279	0.9597230807147259	0.9398361058601133	0.9586780781348457	0.9585992690417692	0.9484140142095916	0.9525429230769231	0.9608849309912172	0.9822609886307465	0.9434939627179796	0.9395599193548385	0.9814440000000001	0.9394505783582089	0.9605661079365078	0.944383050216987	0.9607342615769713	0.9602062960568843	0.959913339670469	0.9527079652466368	0.9796133468972533	0.9790587223974764	0.9617753426395941	0.959853796178344	0.9614881918819187	0.9792446141814393	0.9819962382445142	0.9431626061320755	0.9593845181876196	0.9403944831880447	0.978273259098316	0.9585346229913474	0.9391485221674877	0.9420824925462136	0.9393243372744243	0.9626581374853115	0.9595445465994962	0.9429907099879662	0.9591933064014915	0.9810550530570996	0.9592705377008653	0.9608580089628681	0.9600908845671269	0.9574195769466586	0.9613015470991891	0.93894041875	0.9832968207211781
MGYG000219774	0.9608607063882066	1.0	0.9594024847746652	0.9825657795545403	0.9839599010445299	0.9608530848484849	0.9584866296296296	0.9784939388794568	0.9691466780432307	0.9821193336974331	0.9806036057142857	0.9471484664536742	0.9596958629130967	0.9640183384615384	0.978834732996065	0.9826049540229884	0.9747157549857549	0.9791065328269124	0.9588014128440367	0.9815893682413203	0.9612245940959411	0.936005763546798	0.979158148148148	0.949346938150643	0.9832533333333333	0.9608874032459427	0.9816087733182589	0.938603818069307	0.9382546107055962	0.9794366286366228	0.9826016582914572	0.978841924528302	0.9803497600446428	0.9591513669501823	0.9820989348441928	0.9790923237450647	0.9791537768969423	0.9821371132187316	0.9814162654668167	0.9839766087900162	0.9646285241886099	0.9808501164822364	0.9623561224489795	0.9378715298507462	0.9822293348115301	0.9622206940253469	0.9818489651293588	0.9356060693641618	0.983576582857143	0.9801951235955056	0.9831861963882618	0.9353583790682833	0.9808435352973875	0.974292688172043	0.9442315418502204	0.9498402420382166	0.9811445048654838	0.960254189270645	0.9378448928352725	0.9346617996171027	0.9601670117792934	0.9355122837150127	0.9830322834193919	0.9392328378378378	0.9817833388429751	0.9794682043879906	0.9839994140197154	0.9509337903717247	0.9560918291944276	0.9602718170580965	0.980361338354577	0.982621900328587	0.9835611426978819	0.9602160720944687	0.9636864878671776	0.9388312793572312	0.9814426531759415	0.9353594331210191	0.9589285484906871	0.977712796369824	0.9357732667083074	0.9372527660891089	0.9342379319041614	0.9789374916013438	0.9828457245179063	0.9372916139044073	0.9825315419501135	0.960865915407855	0.9818945444505798	0.9811071777399204	0.98417125606469	0.977708055716773	0.9825572759022119	0.9337807074569792	0.9602380688806887
ShaoY_2019_ERR3405918_bin.15	0.9815880983442047	0.9577357206918644	1.0	0.9599655803848542	0.959857995003123	0.9783783444656489	0.9681985457516342	0.9561992227662179	0.9548712243667069	0.961099518815546	0.9576861703431371	0.9491310069444444	0.9798121457696227	0.9750750228310503	0.9582152822085889	0.9551666947115385	0.9574777393452749	0.9570479916815212	0.9798472405189621	0.9611032899628252	0.9775124612306154	0.9358680083732057	0.9585686776859504	0.9510779055555556	0.9579946245530393	0.9732053684749233	0.9582441615667077	0.9358343626237624	0.9403306860465116	0.9591165083281925	0.9598060383189124	0.9577231157635469	0.9587767176039121	0.9815388867091713	0.9593106392132761	0.9570944138755982	0.9614332959243946	0.9599148188175458	0.9591457878787878	0.9595228482198627	0.9769966365461846	0.9619017065287655	0.9744362821833162	0.9365841003134796	0.9587158903265558	0.9776343371017473	0.9596674967907574	0.935880552030457	0.9610994417475728	0.9609813285883747	0.9604548137019232	0.9369900433973962	0.9579207222222224	0.9574354036535063	0.9454428773584905	0.9510060481503232	0.9599927189222289	0.9808682919847328	0.9411016442363956	0.9377602523076923	0.9783146848635235	0.9375659654534237	0.9608923449131516	0.9422260775862068	0.9576664589759409	0.9593384073604061	0.9583113535228678	0.9493796565096954	0.976375012960083	0.9781836706349206	0.9590452644526445	0.9599352542372881	0.9599051865008881	0.9748002789473685	0.9786860705028513	0.9415078304093567	0.9579813667711597	0.9378678876678878	0.9738298386229155	0.9564228063943162	0.9364061875761267	0.9392838525073747	0.9376045939393941	0.9615548379493224	0.95911	0.9396412872467224	0.9606162522741057	0.9775880249376558	0.9589060615020699	0.9602217576898933	0.9583095552810376	0.9563519510703364	0.9614307015384616	0.935889560371517	0.9805638404360754
VatanenT_2016_SRR4305363_bin.2	0.9616378976918278	0.9841053461770018	0.9629830251572326	1.0	0.987139334105385	0.96414203231821	0.96017243125	0.9826234512761021	0.9727309470588236	0.9840013505578391	0.9841112925170069	0.9483586323713926	0.9625433333333335	0.9650485052501544	0.983234009163803	0.986927002915452	0.9737685304878048	0.9812256761363635	0.9607663544940289	0.9852268803176405	0.9640324827586205	0.9357732012578618	0.9831794513274338	0.9504840648379053	0.9874648479532163	0.962355201988813	0.9844678348729793	0.9384128798474254	0.940351372180451	0.9833728714622642	0.9855938233618232	0.9838819847328243	0.9839775361512791	0.9609896027312228	0.9872004382929642	0.9834056186726657	0.9820564872685185	0.985983928358209	0.9856011647727273	0.9865045178258329	0.965313329260843	0.9841182799013565	0.9645933585381223	0.9370922924648788	0.9840824512055109	0.9635498760842627	0.9865213696172248	0.9353431460674158	0.9856176798143852	0.983889908883827	0.9849711691259931	0.9377781664499348	0.9849379743888241	0.9810566242038217	0.9455768489745183	0.9517237323943663	0.9872347001153403	0.9625928208307503	0.9401349095446038	0.9362765761212888	0.9608855429292931	0.9359229107373868	0.9868736496777973	0.9397154172099086	0.9851944372421921	0.9854869414575866	0.9868849881656805	0.951273947203017	0.9589008717310088	0.9621413426219126	0.9859993640218049	0.9852029704142009	0.987646173120729	0.9621995841209829	0.9656502161100197	0.9385651713395641	0.9834196178343949	0.9366518483110261	0.9615754242819843	0.9806817181129879	0.9367625096774193	0.9373063505025125	0.9350955576679343	0.9820277598152426	0.9841295417156286	0.9366875392341496	0.9860702383654938	0.9638622540473225	0.9871361079219287	0.9861533412887827	0.987103843478261	0.981443064889919	0.9862492803684514	0.9337339542275908	0.9622042974165091
BackhedF_2015_ERR525762_bin.5	0.9636479099678457	0.9861819219569016	0.9642574537332483	0.9878125626092021	1.0	0.9653968012820514	0.9610815231362468	0.983632646713615	0.9733736363636364	0.9874433838383838	0.9849448955916473	0.9501727027027026	0.9650127067183464	0.9662564835858587	0.9838132922535211	0.9883900947867299	0.9767504764705883	0.9856912072767364	0.9622618291905672	0.9869898773364487	0.965387392144237	0.9376538252427185	0.983754	0.9515085686653771	0.9903491209406495	0.9628838218205295	0.9849261231470925	0.939436722907203	0.9418654394904458	0.9836954400472533	0.987501948275862	0.9846909065155808	0.9855055889145498	0.9627042965779468	0.9886823390804597	0.984379332566168	0.9844942011834319	0.9860682553956835	0.9875733160322951	0.9899185706214689	0.9658188098236776	0.9850318516284682	0.9666580387096774	0.9394192257644761	0.9851983743016761	0.965388393194707	0.987553638483965	0.9386586649041638	0.9890226043503821	0.9851702790697675	0.9877519600938968	0.9383384347826086	0.986572790165809	0.9828227148784826	0.9477356875403488	0.9522237658017297	0.9878555014836796	0.9642012911392405	0.941401736909323	0.9371890944881891	0.9624117503217502	0.9381450593667546	0.9883767383512545	0.9420014200398142	0.9876970530565167	0.9856031369047618	0.9886591206313418	0.952279767141009	0.9605667218332273	0.9640173783257626	0.9876041681574239	0.988634723331432	0.9887451911935109	0.9636842394822008	0.9668862773722627	0.9412710898661568	0.9854312630966241	0.9380690884896872	0.9628042724252492	0.9839277849210987	0.9378379289940827	0.9393218713450293	0.9367727369118621	0.9843355801749272	0.9861655182232345	0.9386998245614036	0.987390634089587	0.9657944106463879	0.9876046597462513	0.9868899707773232	0.9887226703601107	0.9828887969029185	0.9880901358535146	0.935623449868074	0.9641230784061695
ShaoY_2019_ERR3405119_bin.12	0.9821056735496558	0.9619447081462476	0.9813171365853657	0.9641731017369725	0.9638050316455697	1.0	0.9708760851063828	0.9613311000621504	0.9562163842848372	0.961951611519608	0.9599436160990714	0.9511658830146231	0.9804596887755103	0.9792338789682541	0.9597383872938302	0.9587924680073125	0.9615365809284818	0.9588617174677607	0.9844123166744514	0.962410490874764	0.982810306627102	0.9348233529066354	0.9618500580270792	0.9552986748329622	0.9615441711229948	0.9771615166583789	0.9619136475662354	0.9343979654747224	0.9420980338389733	0.9606741404805915	0.9623417164179106	0.9616160408921932	0.9625299392835459	0.9827201550023484	0.9633486520376175	0.9609880897513644	0.9632281053878035	0.9631499178255372	0.9616637975460123	0.9624381954887219	0.9809030891089109	0.9646650554468363	0.9794208983218163	0.9379223753117207	0.9623469625	0.981063953603159	0.962171275080906	0.9370988250157929	0.9619484642857145	0.9646534221683828	0.9632504779189353	0.9379846311221326	0.9599272872014696	0.9590711285631183	0.9478982699167657	0.9548845615067687	0.9625357930607187	0.9807532603406326	0.943138454653938	0.9376157230769231	0.9794974332344214	0.9374328947368422	0.9630183705080546	0.9438241728395061	0.9625333811603244	0.9631623491239455	0.9630948399246703	0.9527173062122044	0.9789537268634319	0.9788693110334498	0.9643510639645345	0.9629737887067396	0.9633777067448681	0.9789412525773196	0.9834901021450461	0.9443851851851851	0.9617660404807085	0.9374882240099011	0.9784365061530231	0.9606270555555554	0.936419902200489	0.9406171005229517	0.9385420526960785	0.962912167749557	0.9624363082660038	0.9422666128067025	0.962641178229665	0.9833282958801498	0.9626299319727892	0.9634516007653062	0.9635845072190834	0.9619850514216577	0.9641241019266628	0.9374678279702972	0.9821930546157563
Bg42221_1E1	0.972178262277388	0.9596420199335549	0.9703659474566797	0.9604081572327045	0.9602278668390433	0.9728189610389611	1.0	0.9585980449718927	0.9531100502197112	0.9586285969387756	0.9579302275600506	0.9551547448979593	0.9716193180547792	0.973001380236305	0.9574965897755611	0.9591369716088329	0.9537729980404964	0.9561400502828411	0.9711516120066703	0.9595651549652118	0.9725271381031613	0.9367332741738066	0.9581147797501645	0.9664638786008232	0.9597600642260757	0.9704857546145493	0.9589491804320203	0.9382424591194969	0.9443450388988629	0.9584686881028938	0.960204924528302	0.9600989108280256	0.9604282825822168	0.9730783455882355	0.9615290955091714	0.9583903846153846	0.9609933576642337	0.9598325867714472	0.9608627826086956	0.9611052291274327	0.9742779072219294	0.9602667000668003	0.9729928885227898	0.9383152941176472	0.9603885444234403	0.9744126406250001	0.9605953377049181	0.9367629928432011	0.9602022095959596	0.9604360639606396	0.9602190147783252	0.9379700255102041	0.9583855248271528	0.9580680702836005	0.9451627328809376	0.9625719079685746	0.9607029011957205	0.970921160130719	0.9452381492361928	0.9389677275580667	0.9697286111111111	0.9392388264984227	0.9611774517374518	0.9448080061919505	0.9610718629961588	0.959975091863517	0.9601994531741042	0.9619837827715358	0.9697512600969305	0.9694063833428409	0.9617601239399871	0.9606140599107711	0.9617012899185974	0.971178852192745	0.9737323464658169	0.9433804156769595	0.9593979611650485	0.9387760600375237	0.9719042865296804	0.9574652893590541	0.938210694183865	0.9437973889875667	0.9391377469135803	0.9607358481613286	0.9597982882315923	0.9443240410557185	0.960004958938724	0.973714251883746	0.959999081381011	0.9613262955729165	0.9604058790170134	0.9569005019059721	0.9598504311454312	0.9382476675094816	0.972383592336349
MurphyR_2019_SRR7352005_bin.8	0.959982507856694	0.9804074864376129	0.9608938699494948	0.9833544086651056	0.98370070754717	0.962981077504726	0.9597650568900126	1.0	0.9710220226055921	0.982399459613197	0.9811322068965518	0.9497750706033377	0.960545771175727	0.9627412601372427	0.9793689633447881	0.9847818165784833	0.9717605148883375	0.9797581260647361	0.961803902288188	0.9824288619295204	0.9631718900126423	0.9379437697659709	0.9805306768687464	0.9508252776005105	0.9833432586206895	0.960843672955975	0.9792661652794294	0.9414041381495567	0.940350106851037	0.979199432497013	0.983859	0.9810589359200471	0.9817810730593607	0.9599391905354919	0.9828999832026877	0.9783522081656123	0.9791412410926364	0.9825940049291435	0.982339179755672	0.9837746616972477	0.9638912992610837	0.9792514276960784	0.9625744500632111	0.9392355938697319	0.9804254945054944	0.9619053136531366	0.9807498890186916	0.934493653458697	0.9848724408983452	0.9796979644495415	0.9831083197674418	0.9382942838456508	0.9824799654178673	0.977615311942959	0.9443648876404496	0.9519017402597403	0.9831465541740676	0.962641795031056	0.939932103929024	0.9363510102301791	0.9597484502551022	0.9373891618310767	0.9824625735718407	0.9399379417604238	0.9810564722863742	0.9815598875074009	0.9824821965317919	0.9522747695262486	0.9571993984962407	0.9604547385409943	0.9818970971709717	0.9825155026147588	0.9846123165137614	0.9595819068877551	0.9645415077319588	0.9388129690461149	0.9810311971830986	0.9370984809308339	0.9596236291913215	0.9801363101604278	0.9365094719896974	0.9379492069632496	0.9365320269403463	0.9790792579505301	0.9789878917378917	0.9375981604073839	0.9829844275239709	0.9619860913705585	0.9829893980692789	0.9809850572634118	0.983476858281161	0.978479400705053	0.9815235425467712	0.9354875481386394	0.9609075217391303
ParnanenK_2018_SRR5723804_bin.1	0.9569144088669953	0.970300759951749	0.9574078373382626	0.9723174071891574	0.9727572350503256	0.957017158739963	0.9524859999999999	0.9697890141676507	1.0	0.9733541988304096	0.9726040254482361	0.9430620266836085	0.9586941551071879	0.9575556078191815	0.968308579009434	0.972645939716312	0.9666300842358605	0.9712554713707345	0.9588117097170973	0.9734091885580852	0.9574168074534162	0.9313289663918833	0.9748899756838907	0.9446261762880199	0.9728984251036116	0.956496278054863	0.9696138466042156	0.9337506495176848	0.9348392973955179	0.9670015138721351	0.9718114393499708	0.9687028385570671	0.9696631105990783	0.9563550000000001	0.9710334955489613	0.9721045039458851	0.9717630292792794	0.9690449476278497	0.9703512377096587	0.9716503811792735	0.9568646783980583	0.9687932017543861	0.9580669081823859	0.9336522963438103	0.9714381154299174	0.9558817463235295	0.9732250916870416	0.9313024751819987	0.972635831381733	0.9709495501138953	0.9713164423639554	0.9333553183279744	0.9709611458948613	0.967223423787529	0.9401689361702128	0.9433469284802044	0.9704675558166862	0.9567144874155925	0.935017352404139	0.933025400126024	0.9545891651090342	0.9327385144694534	0.9702018176400478	0.9365798906048908	0.9704218427370946	0.9677910983009709	0.9710580778443114	0.9441086695815116	0.9535800488400489	0.9553972898368883	0.9722333255131966	0.9696314634146341	0.9717978938156359	0.955503789670193	0.9577595158166559	0.9362906868811882	0.9672625390156063	0.9331103979460847	0.9524820638977635	0.9717083149971049	0.9321601403956605	0.933324946841776	0.9322246670894101	0.971883140311804	0.9702392810842664	0.9332712172284644	0.9714630568720378	0.9571471552257268	0.9708312354312355	0.9722999457177323	0.9699928013977868	0.9695529259482238	0.9716167588695129	0.9324327731629393	0.9571158209876544
MurphyR_2019_SRR7351807_bin.6	0.9625890219435737	0.9833525085910653	0.9636679265255294	0.9841862127410871	0.9865533037201555	0.9628241014669926	0.958946336696091	0.9822599264289756	0.9730713986013986	1.0	0.9827414020857472	0.9459848471337581	0.9627926012658228	0.9638368424317619	0.9812670840480274	0.9851535730994152	0.9726394273907909	0.9801773216245885	0.9615194614443084	0.9877527489807804	0.9630417322335026	0.9378781915563957	0.9840126074332173	0.9507062787723786	0.9847422727272728	0.96059293485136	0.9815600343445907	0.9404956743002544	0.9405829440688384	0.9834164174813111	0.9847446422438466	0.9823685746864311	0.982937772194305	0.9616163870177588	0.9866566199551571	0.9805989073226546	0.9820595706926157	0.9842691246200609	0.9841938943702845	0.9863224637681159	0.9641609820877085	0.9820515264423079	0.9628099250936332	0.9401701084875559	0.982705862262038	0.9634589384800964	0.9865591218948586	0.9379982685977615	0.9861665624999999	0.9824552262443439	0.9852499158249157	0.9386344568062828	0.9831270316842691	0.9778972674078409	0.9446614782059382	0.9508818795022922	0.9848371948356808	0.9619852321981424	0.9393060661998728	0.9362927102199224	0.9603339556962027	0.9384319505851755	0.984721965616046	0.9405502437417655	0.9857186214689265	0.9811014629847238	0.9843051845637584	0.9525079987531172	0.9583671122011036	0.9608818805031446	0.9837565662650605	0.9839055486775464	0.9859944608399545	0.9605772409408772	0.9649945284237725	0.9413024077548469	0.9827479290939785	0.9377966387096774	0.9599158207979072	0.9795844261363637	0.9379936601307189	0.9386132189644417	0.9366359612903226	0.9818433465683495	0.9832333630289533	0.9370353652392949	0.9843292906976744	0.9626946530359356	0.9857307443181819	0.9827565055329064	0.9849540076128329	0.9806703605200946	0.9835155766944115	0.9370712220089571	0.9625363432835822
