target_id	length	eff_length	est_counts	tpm
BcK1E1_00001	1476	1327	31145	393.552
BcK1E1_00002	1125	976	15311	263.05
BcK1E1_00003	1203	1054	2448	38.9453
BcK1E1_00004	486	337	441	21.9429
BcK1E1_00005	2097	1948	56916	489.925
BcK1E1_00006	2706	2557	69025	452.648
BcK1E1_00007	540	391	14933	640.405
BcK1E1_00008	1347	1198	29993	419.805
BcK1E1_00009	468	319	336	17.6617
BcK1E1_00010	966	817	1465	30.0677
BcK1E1_00011	1449	1300	2525	32.5689
BcK1E1_00012	324	175	453	43.4055
BcK1E1_00013	1446	1297	150	1.93926
BcK1E1_00014	1170	1021	88	1.44525
BcK1E1_00015	180	33.6633	3	1.49434
BcK1E1_00016	447	298	317	17.8372
BcK1E1_00017	717	568	1673	49.3892
BcK1E1_00018	74	5.2474	0	0
BcK1E1_00019	74	5.2474	0	0
BcK1E1_00020	75	5.29865	0	0
BcK1E1_00021	777	628	422	11.2678
BcK1E1_00022	984	835	1522	30.5642
BcK1E1_00023	1332	1183	4311	61.1052
BcK1E1_00024	1335	1186	1452	20.5289
BcK1E1_00025	696	547	2536	77.7404
BcK1E1_00026	2757	2608	72415	465.592
BcK1E1_00027	1842	1693	5168	51.1859
BcK1E1_00028	1629	1480	3476	39.3824
BcK1E1_00029	1101	952	7690	135.448
BcK1E1_00030	381	232	3997	288.889
BcK1E1_00031	438	289	271	15.7237
BcK1E1_00032	2448	2299	85243	621.734
BcK1E1_00033	228	79.0036	3791	804.621
BcK1E1_00034	795	646	3153	81.842
BcK1E1_00035	1488	1339	2791	34.9513
BcK1E1_00036	474	325	6041	311.681
BcK1E1_00037	768	619	2009	54.4219
BcK1E1_00038	1092	943	2475	44.0097
BcK1E1_00039	645	496	1358	45.9095
BcK1E1_00040	2097	1948	14831	127.663
BcK1E1_00041	945	796	5611	118.198
BcK1E1_00042	1467	1318	13342	169.742
BcK1E1_00043	1626	1477	17855	202.705
BcK1E1_00044	1617	1468	20615	235.473
BcK1E1_00045	516	367	7961	363.736
BcK1E1_00046	708	559	20208	606.172
BcK1E1_00047	2448	2299	7115	51.8944
BcK1E1_00048	1266	1117	702	10.5383
BcK1E1_00049	657	508	210	6.93171
BcK1E1_00050	1071	922	2555	46.467
BcK1E1_00051	984	835	1492	29.9617
BcK1E1_00052	228	79.0036	64	13.5837
BcK1E1_00053	86	5.93769	0	0
BcK1E1_00054	249	100	804	134.816
BcK1E1_00055	1257	1108	93	1.40743
BcK1E1_00056	717	568	261	7.70507
BcK1E1_00057	1368	1219	4959	68.2142
BcK1E1_00058	1956	1807	22742	211.035
BcK1E1_00059	2487	2338	15738	112.873
BcK1E1_00060	1011	862	2371	46.1221
BcK1E1_00061	1506	1357	6080	75.1291
BcK1E1_00062	1455	1306	15862	203.657
BcK1E1_00063	1101	952	8049	141.772
BcK1E1_00064	74	5.2474	0	0
BcK1E1_00065	654	505	251	8.33426
BcK1E1_00066	1560	1411	8690	103.271
BcK1E1_00067	795	646	2721	70.6286
BcK1E1_00068	1101	952	2651	46.6936
BcK1E1_00069	954	805	2928	60.9902
BcK1E1_00070	2640	2491	6096	41.0351
BcK1E1_00071	384	235	175	12.4869
BcK1E1_00072	1167	1018	180	2.9649
BcK1E1_00073	135	12.1958	12	16.4989
BcK1E1_00074	1284	1135	978	14.4487
BcK1E1_00075	957	808	3825	79.3788
BcK1E1_00076	2331	2182	2023	15.5463
BcK1E1_00077	2700	2551	2395	15.7427
BcK1E1_00078	1104	955	4014	70.4788
BcK1E1_00079	1287	1138	34093	502.351
BcK1E1_00080	1515	1366	8086	99.2585
BcK1E1_00081	1095	946	6107	108.248
BcK1E1_00082	396	247	1819	123.487
BcK1E1_00083	1086	937	1252	22.4052
BcK1E1_00084	1515	1366	3368	41.3434
BcK1E1_00085	126	10.3458	9	14.5869
BcK1E1_00086	1602	1453	1793	20.6918
BcK1E1_00087	1350	1201	826	11.5325
BcK1E1_00088	1053	904	7694.92	142.732
BcK1E1_00089	1041	892	35225.1	662.173
BcK1E1_00090	1818	1669	7700	77.3604
BcK1E1_00091	1464	1315	3014	38.4328
BcK1E1_00092	279	130	8	1.03188
BcK1E1_00093	1035	886	2230	42.2042
BcK1E1_00094	1470	1321	4031	51.1675
BcK1E1_00095	2943	2794	3550	21.3052
BcK1E1_00096	1458	1309	5589	71.5944
BcK1E1_00097	492	343	90	4.3998
BcK1E1_00098	1011	862	152	2.95679
BcK1E1_00099	3666	3517	1290	6.15038
BcK1E1_00100	1599	1450	1256	14.5247
BcK1E1_00101	549	400	63	2.64098
BcK1E1_00102	1539	1390	5843	70.4865
BcK1E1_00103	915	766	475	10.398
BcK1E1_00104	714	565	269	7.98341
BcK1E1_00105	225	76.0064	65	14.34
BcK1E1_00106	1074	925	1449	26.267
BcK1E1_00107	492	343	615	30.0653
BcK1E1_00108	1752	1603	3579	37.438
BcK1E1_00109	1845	1696	4363	43.1364
BcK1E1_00110	981	832	2705	54.5166
BcK1E1_00111	1167	1018	613	10.0971
BcK1E1_00112	1797	1648	27288	277.651
BcK1E1_00113	657	508	22068	728.423
BcK1E1_00114	1272	1123	4952	73.941
BcK1E1_00115	1365	1216	8046	110.951
BcK1E1_00116	108	7.80511	0	0
BcK1E1_00117	1260	1111	7739	116.803
BcK1E1_00118	822	673	4975	123.955
BcK1E1_00119	558	409	3918	160.63
BcK1E1_00120	654	505	1859	61.7266
