time	blank_1	blank_2	blank_3	blank_ST1	blank_ST2	blank_ST3	no_carb1	no_carb2	no_carb3	Glc1	Glc2	Glc3	Gal1	Gal2	Gal3	Fru1	Fru2	Fru3	Man1	Man2	Man3	Xyl1	Xyl2	Xyl3	Ara1	Ara2	Ara3	Rib1	Rib2	Rib3	GlcNAc1	GlcNAc2	GlcNAc3	GalNAc1	GalNAc2	GalNAc3	ManNAc1	ManNAc2	ManNAc3	Neu5Ac1	Neu5Ac2	Neu5Ac3	GlcA1	GlcA2	GlcA3	GalA1	GalA2	GalA3	Gco1	Gco2	Gco3	Ino1	Ino2	Ino3	Mtl1	Mtl2	Mtl3	Stl1	Stl2	Stl3	Mal1	Mal2	Mal3	IMO1	IMO2	IMO3	Mlz1	Mlz2	Mlz3	Cld1	Cld2	Cld3	Gen1	Gen2	Gen3	Mel1	Mel2	Mel3	RFO1	RFO2	RFO3	Lac1	Lac2	Lac3	Scr1	Scr2	Scr3	scFOS1	scFOS2	scFOS3	lcFOS1	lcFOS2	lcFOS3	bMnOS1	bMnOS2	bMnOS3	XOS1	XOS2	XOS3	aAOS1	aAOS2	aAOS3	LNT1	LNT2	LNT3	LNnT1	LNnT2	LNnT3	2FL1	2FL2	2FL3	3SL1	3SL2	3SL3	6SL1	6SL2	6SL3	ST1	ST2	ST3	PUL1	PUL2	PUL3	GA1	GA2	GA3	bMAN1	bMAN2	bMAN3	AR1	AR2	AR3	XGL1	XGL2	XGL3
5	0.105	0.106	0.105	0.36	0.353	0.362	0.11	0.109	0.109	0.111	0.112	0.112	0.112	0.135	0.11	0.112	0.115	0.112	0.11	0.109	0.11	0.114	0.109	0.109	0.11	0.11	0.109	0.112	0.113	0.11	0.111	0.112	0.113	0.112	0.113	0.111	0.113	0.116	0.116	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.11	0.111	0.113	0.11	0.112	0.111	0.11	0.113	0.114	0.112	0.112	0.11	0.109	0.11	0.112	0.111	0.112	0.112	0.11	0.109	0.111	0.111	0.109	0.111	0.111	0.111	0.11	0.111	0.112	0.111	0.111	0.116	0.112	0.123	0.127	0.124	0.11	0.118	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.109	0.11	0.11	0.11	0.113	0.123	0.123	0.123	0.114	0.121	0.113	0.109	0.11	0.113	0.117	0.116	0.12	0.112	0.11	0.112	0.395	0.403	0.412	0.111	0.111	0.116	0.112	0.112	0.113	0.115	0.113	0.113	0.111	0.114	0.11	0.112	0.115	0.113
5.25	0.105	0.106	0.105	0.36	0.354	0.362	0.11	0.109	0.109	0.111	0.113	0.112	0.112	0.135	0.11	0.112	0.115	0.113	0.11	0.109	0.11	0.113	0.109	0.109	0.11	0.11	0.108	0.112	0.113	0.11	0.111	0.112	0.114	0.112	0.113	0.111	0.113	0.116	0.116	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.11	0.111	0.113	0.11	0.112	0.112	0.11	0.113	0.114	0.112	0.112	0.11	0.109	0.11	0.112	0.111	0.111	0.112	0.11	0.109	0.111	0.111	0.109	0.111	0.111	0.111	0.111	0.111	0.112	0.111	0.111	0.116	0.112	0.127	0.132	0.128	0.11	0.118	0.11	0.111	0.11	0.11	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.11	0.11	0.11	0.11	0.112	0.126	0.126	0.127	0.115	0.122	0.114	0.109	0.11	0.114	0.118	0.117	0.121	0.112	0.111	0.113	0.396	0.404	0.414	0.111	0.111	0.116	0.112	0.113	0.114	0.114	0.113	0.113	0.111	0.114	0.11	0.112	0.115	0.114
5.5	0.106	0.106	0.106	0.361	0.355	0.363	0.11	0.109	0.109	0.112	0.113	0.113	0.112	0.135	0.11	0.113	0.116	0.113	0.11	0.109	0.11	0.114	0.109	0.109	0.11	0.11	0.109	0.112	0.113	0.11	0.112	0.112	0.114	0.112	0.113	0.111	0.114	0.117	0.118	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.113	0.114	0.112	0.112	0.11	0.109	0.11	0.111	0.111	0.111	0.112	0.11	0.109	0.111	0.111	0.109	0.111	0.111	0.111	0.112	0.111	0.112	0.111	0.111	0.116	0.112	0.132	0.136	0.133	0.11	0.118	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.111	0.111	0.11	0.111	0.11	0.11	0.11	0.11	0.112	0.131	0.131	0.131	0.116	0.123	0.115	0.109	0.11	0.114	0.12	0.12	0.124	0.113	0.111	0.113	0.397	0.404	0.415	0.111	0.111	0.116	0.112	0.112	0.113	0.115	0.113	0.113	0.111	0.114	0.11	0.112	0.115	0.113
5.75	0.105	0.106	0.105	0.362	0.356	0.364	0.11	0.109	0.109	0.112	0.114	0.113	0.112	0.136	0.11	0.113	0.116	0.114	0.112	0.109	0.11	0.113	0.109	0.109	0.11	0.11	0.109	0.112	0.113	0.11	0.112	0.113	0.115	0.112	0.113	0.111	0.114	0.117	0.118	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.113	0.113	0.112	0.112	0.111	0.11	0.11	0.111	0.111	0.111	0.112	0.111	0.109	0.111	0.11	0.109	0.111	0.111	0.111	0.111	0.111	0.112	0.111	0.111	0.116	0.112	0.137	0.142	0.139	0.11	0.118	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.11	0.11	0.11	0.11	0.112	0.137	0.137	0.137	0.117	0.124	0.117	0.11	0.11	0.114	0.123	0.122	0.126	0.113	0.112	0.114	0.398	0.406	0.416	0.111	0.111	0.116	0.112	0.112	0.113	0.114	0.113	0.113	0.111	0.114	0.11	0.112	0.115	0.113
6	0.105	0.106	0.105	0.362	0.356	0.365	0.11	0.109	0.109	0.112	0.114	0.114	0.113	0.136	0.111	0.114	0.117	0.114	0.11	0.109	0.11	0.113	0.109	0.109	0.11	0.11	0.108	0.112	0.113	0.11	0.112	0.114	0.115	0.113	0.114	0.111	0.114	0.117	0.117	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.113	0.114	0.112	0.112	0.11	0.11	0.11	0.112	0.111	0.111	0.112	0.11	0.109	0.111	0.111	0.109	0.111	0.111	0.111	0.11	0.111	0.112	0.111	0.112	0.116	0.112	0.144	0.149	0.146	0.11	0.118	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.11	0.112	0.11	0.111	0.11	0.111	0.11	0.111	0.113	0.144	0.145	0.144	0.119	0.127	0.119	0.11	0.111	0.114	0.127	0.125	0.131	0.113	0.112	0.114	0.399	0.407	0.417	0.111	0.111	0.116	0.112	0.112	0.114	0.115	0.113	0.113	0.111	0.114	0.11	0.112	0.115	0.113
6.25	0.105	0.106	0.106	0.363	0.358	0.365	0.11	0.109	0.109	0.113	0.115	0.114	0.113	0.136	0.111	0.123	0.117	0.115	0.111	0.109	0.11	0.114	0.109	0.109	0.11	0.11	0.108	0.112	0.113	0.11	0.113	0.114	0.116	0.113	0.114	0.112	0.115	0.118	0.117	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.113	0.114	0.112	0.112	0.11	0.109	0.11	0.111	0.111	0.111	0.112	0.11	0.109	0.111	0.111	0.109	0.111	0.111	0.111	0.111	0.111	0.112	0.111	0.111	0.116	0.112	0.175	0.158	0.156	0.11	0.117	0.11	0.111	0.11	0.11	0.114	0.115	0.115	0.11	0.112	0.11	0.111	0.11	0.11	0.11	0.11	0.112	0.153	0.154	0.153	0.122	0.129	0.122	0.11	0.111	0.114	0.129	0.129	0.132	0.114	0.113	0.115	0.4	0.408	0.419	0.111	0.111	0.116	0.113	0.112	0.113	0.114	0.113	0.113	0.111	0.114	0.111	0.112	0.115	0.113
6.5	0.106	0.106	0.105	0.364	0.358	0.366	0.11	0.109	0.109	0.113	0.116	0.115	0.113	0.136	0.111	0.117	0.126	0.116	0.11	0.109	0.11	0.114	0.109	0.109	0.11	0.11	0.108	0.112	0.113	0.11	0.114	0.115	0.116	0.113	0.114	0.112	0.115	0.118	0.118	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.111	0.111	0.113	0.111	0.112	0.112	0.11	0.113	0.114	0.112	0.112	0.11	0.109	0.11	0.111	0.111	0.111	0.112	0.11	0.109	0.111	0.111	0.109	0.111	0.111	0.111	0.11	0.112	0.113	0.111	0.111	0.116	0.112	0.181	0.169	0.166	0.11	0.117	0.11	0.111	0.11	0.11	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.11	0.11	0.11	0.11	0.112	0.165	0.165	0.165	0.125	0.132	0.126	0.11	0.111	0.115	0.134	0.134	0.137	0.115	0.114	0.116	0.401	0.409	0.42	0.111	0.111	0.116	0.112	0.113	0.113	0.114	0.113	0.113	0.111	0.114	0.11	0.112	0.115	0.114
6.75	0.105	0.106	0.105	0.365	0.359	0.367	0.11	0.109	0.109	0.114	0.116	0.116	0.113	0.138	0.111	0.118	0.121	0.117	0.111	0.11	0.11	0.113	0.109	0.109	0.11	0.11	0.109	0.112	0.114	0.11	0.114	0.115	0.117	0.113	0.114	0.112	0.117	0.119	0.119	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.113	0.113	0.112	0.112	0.111	0.11	0.11	0.111	0.112	0.111	0.112	0.111	0.109	0.111	0.11	0.109	0.111	0.111	0.111	0.111	0.112	0.112	0.111	0.111	0.116	0.112	0.191	0.18	0.178	0.11	0.117	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.11	0.112	0.11	0.11	0.113	0.178	0.179	0.178	0.129	0.136	0.13	0.111	0.112	0.115	0.14	0.141	0.142	0.115	0.114	0.116	0.403	0.411	0.421	0.111	0.111	0.116	0.114	0.112	0.114	0.114	0.113	0.113	0.111	0.114	0.11	0.112	0.115	0.114
7	0.105	0.106	0.106	0.365	0.359	0.367	0.11	0.109	0.109	0.114	0.117	0.117	0.113	0.138	0.111	0.12	0.122	0.119	0.11	0.109	0.111	0.113	0.109	0.109	0.11	0.11	0.109	0.112	0.114	0.11	0.115	0.116	0.117	0.113	0.114	0.112	0.118	0.12	0.122	0.111	0.11	0.113	0.113	0.111	0.114	0.111	0.11	0.111	0.11	0.111	0.113	0.111	0.112	0.113	0.11	0.113	0.113	0.112	0.112	0.111	0.112	0.11	0.111	0.111	0.111	0.113	0.111	0.109	0.111	0.11	0.109	0.111	0.112	0.111	0.111	0.111	0.112	0.111	0.111	0.117	0.112	0.2	0.194	0.192	0.11	0.118	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.11	0.11	0.11	0.11	0.113	0.196	0.197	0.195	0.135	0.141	0.136	0.111	0.112	0.115	0.147	0.148	0.15	0.116	0.115	0.117	0.404	0.411	0.422	0.111	0.111	0.116	0.112	0.112	0.113	0.114	0.113	0.113	0.111	0.114	0.11	0.112	0.115	0.114
7.25	0.105	0.107	0.105	0.366	0.36	0.367	0.11	0.109	0.109	0.116	0.118	0.118	0.113	0.138	0.112	0.122	0.124	0.12	0.11	0.109	0.11	0.113	0.109	0.109	0.11	0.11	0.109	0.112	0.114	0.11	0.116	0.117	0.119	0.114	0.115	0.113	0.117	0.12	0.119	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.11	0.111	0.113	0.111	0.112	0.113	0.11	0.113	0.113	0.112	0.112	0.111	0.11	0.11	0.111	0.111	0.111	0.112	0.111	0.109	0.111	0.111	0.109	0.111	0.111	0.111	0.111	0.111	0.112	0.111	0.111	0.117	0.112	0.212	0.209	0.211	0.11	0.117	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.109	0.11	0.11	0.11	0.113	0.218	0.219	0.216	0.142	0.148	0.143	0.112	0.113	0.116	0.156	0.156	0.158	0.117	0.117	0.118	0.404	0.412	0.423	0.111	0.111	0.116	0.112	0.112	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.112	0.115	0.113
7.5	0.105	0.106	0.105	0.366	0.36	0.368	0.11	0.109	0.109	0.116	0.12	0.119	0.114	0.138	0.112	0.125	0.126	0.122	0.11	0.11	0.111	0.113	0.109	0.109	0.11	0.11	0.109	0.112	0.114	0.11	0.117	0.117	0.119	0.114	0.115	0.113	0.118	0.121	0.121	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.11	0.111	0.113	0.111	0.112	0.113	0.11	0.113	0.113	0.112	0.112	0.111	0.11	0.11	0.112	0.111	0.112	0.113	0.111	0.109	0.111	0.111	0.109	0.111	0.111	0.111	0.111	0.111	0.112	0.111	0.111	0.117	0.112	0.237	0.23	0.227	0.11	0.118	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.11	0.11	0.11	0.11	0.113	0.245	0.247	0.242	0.15	0.155	0.153	0.112	0.114	0.117	0.166	0.167	0.169	0.119	0.118	0.12	0.405	0.413	0.424	0.111	0.111	0.116	0.113	0.113	0.113	0.115	0.113	0.113	0.111	0.114	0.111	0.112	0.116	0.114
7.75	0.105	0.106	0.105	0.366	0.361	0.368	0.11	0.109	0.109	0.117	0.122	0.121	0.114	0.137	0.112	0.128	0.129	0.125	0.11	0.11	0.111	0.114	0.109	0.109	0.11	0.11	0.109	0.112	0.113	0.11	0.117	0.119	0.12	0.114	0.115	0.113	0.118	0.122	0.121	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.113	0.114	0.112	0.112	0.111	0.11	0.11	0.112	0.111	0.111	0.113	0.11	0.109	0.111	0.111	0.11	0.111	0.112	0.111	0.111	0.111	0.112	0.111	0.111	0.117	0.112	0.275	0.264	0.257	0.11	0.118	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.11	0.113	0.11	0.111	0.11	0.11	0.11	0.11	0.113	0.277	0.28	0.274	0.162	0.167	0.164	0.114	0.115	0.118	0.179	0.18	0.181	0.12	0.12	0.121	0.407	0.414	0.425	0.111	0.111	0.117	0.113	0.112	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.112	0.116	0.114
8	0.105	0.106	0.105	0.367	0.361	0.368	0.11	0.109	0.109	0.119	0.124	0.122	0.114	0.137	0.112	0.132	0.133	0.128	0.11	0.11	0.111	0.114	0.109	0.109	0.11	0.11	0.108	0.112	0.113	0.11	0.118	0.119	0.121	0.114	0.115	0.114	0.119	0.123	0.122	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.113	0.114	0.112	0.112	0.11	0.11	0.11	0.111	0.111	0.111	0.112	0.11	0.109	0.111	0.111	0.11	0.111	0.113	0.111	0.111	0.111	0.112	0.111	0.111	0.116	0.112	0.319	0.306	0.295	0.11	0.118	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.11	0.111	0.11	0.11	0.113	0.317	0.318	0.311	0.175	0.178	0.179	0.115	0.116	0.119	0.194	0.196	0.198	0.122	0.121	0.122	0.407	0.414	0.425	0.111	0.111	0.117	0.113	0.113	0.113	0.115	0.113	0.113	0.111	0.114	0.111	0.112	0.116	0.114
8.25	0.105	0.106	0.106	0.367	0.362	0.369	0.11	0.109	0.109	0.12	0.126	0.124	0.115	0.138	0.113	0.136	0.136	0.132	0.111	0.11	0.11	0.114	0.109	0.109	0.11	0.11	0.109	0.112	0.113	0.11	0.119	0.12	0.122	0.115	0.116	0.114	0.121	0.123	0.123	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.111	0.111	0.113	0.111	0.112	0.112	0.11	0.113	0.114	0.112	0.112	0.11	0.11	0.11	0.111	0.112	0.112	0.113	0.111	0.109	0.111	0.111	0.11	0.112	0.113	0.111	0.111	0.111	0.112	0.111	0.112	0.116	0.112	0.363	0.353	0.341	0.11	0.117	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.111	0.111	0.11	0.111	0.11	0.11	0.11	0.11	0.112	0.362	0.364	0.356	0.193	0.194	0.197	0.116	0.117	0.12	0.213	0.214	0.215	0.123	0.122	0.124	0.407	0.415	0.426	0.111	0.112	0.117	0.112	0.112	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.112	0.116	0.113
8.5	0.105	0.106	0.106	0.368	0.362	0.369	0.11	0.109	0.109	0.122	0.129	0.127	0.115	0.138	0.113	0.141	0.14	0.136	0.11	0.11	0.11	0.114	0.109	0.11	0.11	0.11	0.109	0.112	0.113	0.11	0.12	0.121	0.123	0.115	0.116	0.114	0.121	0.124	0.124	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.11	0.111	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.113	0.114	0.112	0.112	0.11	0.11	0.11	0.111	0.111	0.111	0.114	0.111	0.109	0.111	0.111	0.11	0.112	0.111	0.111	0.111	0.111	0.112	0.112	0.112	0.116	0.112	0.406	0.388	0.378	0.11	0.118	0.11	0.111	0.11	0.111	0.114	0.115	0.117	0.11	0.112	0.11	0.111	0.11	0.11	0.11	0.11	0.113	0.415	0.417	0.406	0.215	0.215	0.221	0.118	0.119	0.122	0.234	0.235	0.233	0.125	0.124	0.126	0.409	0.417	0.428	0.112	0.112	0.117	0.112	0.113	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.112	0.115	0.113
8.75	0.105	0.106	0.105	0.368	0.363	0.37	0.11	0.109	0.109	0.124	0.131	0.129	0.115	0.139	0.114	0.147	0.148	0.141	0.11	0.109	0.11	0.114	0.109	0.11	0.11	0.11	0.109	0.112	0.113	0.11	0.121	0.122	0.124	0.116	0.117	0.115	0.122	0.125	0.124	0.111	0.111	0.113	0.113	0.111	0.113	0.111	0.111	0.112	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.113	0.114	0.112	0.112	0.111	0.11	0.11	0.111	0.111	0.111	0.112	0.111	0.109	0.111	0.111	0.11	0.112	0.112	0.111	0.111	0.111	0.113	0.111	0.111	0.117	0.112	0.455	0.43	0.417	0.11	0.117	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.11	0.11	0.11	0.11	0.112	0.474	0.476	0.462	0.243	0.24	0.251	0.121	0.12	0.124	0.258	0.259	0.258	0.127	0.128	0.129	0.41	0.418	0.429	0.112	0.112	0.117	0.112	0.113	0.114	0.114	0.113	0.113	0.111	0.114	0.111	0.112	0.115	0.114
9	0.105	0.106	0.105	0.368	0.363	0.37	0.11	0.109	0.109	0.126	0.136	0.132	0.116	0.139	0.114	0.153	0.155	0.146	0.11	0.11	0.11	0.114	0.109	0.11	0.11	0.11	0.109	0.112	0.113	0.11	0.121	0.123	0.124	0.116	0.117	0.115	0.123	0.126	0.125	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.111	0.112	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.113	0.114	0.112	0.112	0.113	0.11	0.11	0.111	0.111	0.111	0.116	0.111	0.109	0.111	0.111	0.11	0.112	0.112	0.111	0.111	0.111	0.111	0.111	0.115	0.116	0.112	0.486	0.468	0.45	0.11	0.117	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.11	0.11	0.11	0.11	0.112	0.538	0.538	0.52	0.276	0.271	0.285	0.124	0.123	0.127	0.285	0.288	0.286	0.132	0.13	0.132	0.411	0.419	0.43	0.112	0.112	0.117	0.112	0.113	0.114	0.114	0.113	0.113	0.111	0.114	0.111	0.112	0.115	0.114
9.25	0.105	0.106	0.105	0.369	0.364	0.37	0.11	0.109	0.109	0.128	0.14	0.137	0.116	0.139	0.114	0.163	0.163	0.153	0.111	0.109	0.11	0.114	0.109	0.11	0.11	0.11	0.11	0.112	0.114	0.11	0.122	0.123	0.125	0.116	0.117	0.115	0.123	0.126	0.126	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.111	0.111	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.11	0.114	0.112	0.112	0.11	0.109	0.11	0.111	0.111	0.111	0.112	0.111	0.109	0.111	0.111	0.111	0.112	0.112	0.111	0.111	0.111	0.111	0.111	0.111	0.116	0.112	0.504	0.487	0.474	0.11	0.117	0.11	0.111	0.11	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.11	0.11	0.11	0.11	0.113	0.605	0.608	0.586	0.318	0.31	0.328	0.128	0.128	0.13	0.315	0.318	0.316	0.134	0.134	0.135	0.412	0.42	0.43	0.112	0.112	0.117	0.113	0.113	0.116	0.115	0.113	0.113	0.111	0.114	0.111	0.112	0.115	0.114
9.5	0.105	0.106	0.105	0.369	0.364	0.37	0.11	0.109	0.109	0.131	0.145	0.141	0.117	0.14	0.115	0.174	0.174	0.162	0.11	0.11	0.11	0.114	0.109	0.11	0.11	0.11	0.109	0.112	0.114	0.11	0.123	0.124	0.126	0.116	0.117	0.116	0.123	0.127	0.126	0.111	0.11	0.113	0.113	0.111	0.113	0.111	0.111	0.112	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.11	0.114	0.112	0.112	0.114	0.109	0.11	0.112	0.111	0.111	0.112	0.111	0.109	0.111	0.111	0.11	0.113	0.111	0.111	0.111	0.111	0.112	0.111	0.111	0.115	0.112	0.544	0.526	0.514	0.11	0.117	0.11	0.111	0.112	0.111	0.114	0.115	0.116	0.111	0.111	0.11	0.111	0.11	0.11	0.11	0.11	0.113	0.676	0.678	0.655	0.366	0.354	0.38	0.132	0.132	0.134	0.347	0.349	0.35	0.138	0.137	0.138	0.413	0.42	0.431	0.112	0.112	0.117	0.113	0.113	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.113	0.115	0.113
9.75	0.105	0.106	0.105	0.369	0.364	0.371	0.11	0.109	0.109	0.134	0.15	0.145	0.117	0.14	0.115	0.194	0.188	0.172	0.11	0.11	0.11	0.114	0.109	0.11	0.11	0.11	0.109	0.112	0.114	0.11	0.124	0.125	0.127	0.117	0.118	0.116	0.124	0.127	0.129	0.111	0.111	0.113	0.114	0.111	0.113	0.111	0.111	0.112	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.11	0.114	0.112	0.112	0.115	0.109	0.11	0.111	0.111	0.112	0.112	0.111	0.109	0.111	0.111	0.111	0.112	0.111	0.111	0.111	0.111	0.112	0.111	0.111	0.116	0.112	0.577	0.555	0.545	0.11	0.117	0.11	0.111	0.111	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.11	0.111	0.11	0.11	0.113	0.752	0.755	0.728	0.423	0.408	0.438	0.138	0.138	0.14	0.381	0.381	0.384	0.142	0.141	0.142	0.414	0.421	0.432	0.112	0.112	0.117	0.114	0.113	0.115	0.114	0.114	0.113	0.111	0.114	0.111	0.113	0.115	0.114
10	0.105	0.106	0.105	0.369	0.365	0.371	0.11	0.109	0.109	0.138	0.156	0.15	0.118	0.141	0.116	0.205	0.202	0.184	0.11	0.11	0.111	0.114	0.109	0.11	0.11	0.11	0.109	0.112	0.114	0.11	0.124	0.125	0.127	0.117	0.118	0.117	0.124	0.127	0.127	0.111	0.111	0.114	0.114	0.111	0.113	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.112	0.11	0.11	0.114	0.112	0.112	0.113	0.11	0.11	0.111	0.111	0.111	0.112	0.111	0.109	0.111	0.112	0.111	0.112	0.112	0.111	0.111	0.111	0.112	0.111	0.111	0.116	0.112	0.611	0.588	0.576	0.11	0.117	0.11	0.111	0.111	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.11	0.111	0.11	0.11	0.113	0.827	0.829	0.797	0.485	0.467	0.499	0.145	0.144	0.146	0.425	0.422	0.423	0.146	0.145	0.148	0.415	0.422	0.433	0.112	0.112	0.117	0.113	0.113	0.115	0.114	0.113	0.113	0.111	0.114	0.111	0.113	0.116	0.113
10.25	0.105	0.106	0.106	0.369	0.365	0.371	0.11	0.109	0.109	0.141	0.162	0.157	0.118	0.142	0.117	0.223	0.22	0.198	0.11	0.11	0.11	0.114	0.11	0.11	0.11	0.11	0.109	0.112	0.114	0.11	0.125	0.126	0.128	0.118	0.119	0.117	0.124	0.127	0.127	0.111	0.111	0.113	0.113	0.111	0.113	0.111	0.111	0.112	0.11	0.111	0.113	0.111	0.112	0.112	0.11	0.11	0.114	0.112	0.112	0.111	0.109	0.11	0.111	0.111	0.111	0.112	0.111	0.109	0.111	0.112	0.111	0.112	0.112	0.111	0.111	0.111	0.112	0.111	0.111	0.115	0.112	0.649	0.619	0.607	0.11	0.117	0.11	0.111	0.111	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.111	0.11	0.111	0.11	0.11	0.113	0.903	0.903	0.868	0.543	0.524	0.55	0.154	0.153	0.154	0.479	0.465	0.453	0.152	0.15	0.153	0.415	0.423	0.433	0.112	0.112	0.118	0.112	0.112	0.114	0.114	0.113	0.113	0.111	0.114	0.111	0.113	0.115	0.113
10.5	0.105	0.106	0.105	0.369	0.365	0.371	0.11	0.109	0.109	0.146	0.169	0.164	0.119	0.143	0.118	0.244	0.24	0.215	0.11	0.11	0.11	0.114	0.11	0.11	0.11	0.11	0.109	0.112	0.114	0.11	0.126	0.127	0.128	0.118	0.119	0.118	0.125	0.128	0.127	0.111	0.111	0.114	0.114	0.111	0.113	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.112	0.11	0.11	0.114	0.112	0.112	0.114	0.11	0.11	0.111	0.111	0.112	0.112	0.111	0.109	0.111	0.112	0.111	0.113	0.112	0.111	0.113	0.111	0.112	0.111	0.111	0.116	0.112	0.683	0.649	0.64	0.11	0.117	0.11	0.111	0.111	0.111	0.114	0.115	0.116	0.11	0.111	0.11	0.112	0.11	0.111	0.11	0.11	0.113	0.976	0.976	0.937	0.597	0.577	0.607	0.164	0.164	0.164	0.544	0.53	0.522	0.158	0.157	0.16	0.416	0.424	0.434	0.112	0.112	0.118	0.113	0.112	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.113	0.116	0.114
10.75	0.105	0.106	0.106	0.369	0.365	0.371	0.11	0.109	0.109	0.152	0.177	0.171	0.12	0.143	0.119	0.269	0.265	0.235	0.11	0.11	0.11	0.114	0.11	0.11	0.11	0.11	0.109	0.112	0.114	0.11	0.126	0.128	0.129	0.119	0.12	0.119	0.125	0.128	0.127	0.111	0.111	0.114	0.113	0.111	0.113	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.112	0.11	0.11	0.114	0.112	0.112	0.111	0.11	0.11	0.111	0.111	0.111	0.114	0.111	0.109	0.111	0.112	0.111	0.113	0.112	0.111	0.112	0.111	0.112	0.111	0.111	0.116	0.112	0.712	0.674	0.662	0.11	0.117	0.11	0.111	0.111	0.111	0.114	0.115	0.116	0.111	0.111	0.11	0.112	0.111	0.111	0.11	0.11	0.113	1.046	1.045	1.002	0.658	0.633	0.671	0.178	0.176	0.176	0.597	0.58	0.582	0.165	0.165	0.166	0.416	0.424	0.434	0.112	0.112	0.118	0.113	0.112	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.113	0.115	0.114
