target_id	length	eff_length	est_counts	tpm
BcK1E1_00001	1476	1327	29821	364.7
BcK1E1_00002	1125	976	16667	277.135
BcK1E1_00003	1203	1054	2692	41.4494
BcK1E1_00004	486	337	368	17.7216
BcK1E1_00005	2097	1948	54516	454.171
BcK1E1_00006	2706	2557	62662	397.702
BcK1E1_00007	540	391	15423	640.142
BcK1E1_00008	1347	1198	36719	497.414
BcK1E1_00009	468	319	365	18.5689
BcK1E1_00010	966	817	1800	35.7548
BcK1E1_00011	1449	1300	2825	35.2663
BcK1E1_00012	324	175	444	41.1746
BcK1E1_00013	1446	1297	129	1.61411
BcK1E1_00014	1170	1021	104	1.65307
BcK1E1_00015	180	33.6633	5	2.41045
BcK1E1_00016	447	298	317	17.2634
BcK1E1_00017	717	568	2156	61.6006
BcK1E1_00018	74	5.2474	0	0
BcK1E1_00019	74	5.2474	0	0
BcK1E1_00020	75	5.29865	0	0
BcK1E1_00021	777	628	464	11.9906
BcK1E1_00022	984	835	2025	39.3571
BcK1E1_00023	1332	1183	4006	54.9554
BcK1E1_00024	1335	1186	1698	23.2347
BcK1E1_00025	696	547	2965	87.9674
BcK1E1_00026	2757	2608	84503	525.834
BcK1E1_00027	1842	1693	5289	50.6992
BcK1E1_00028	1629	1480	4161	45.6268
BcK1E1_00029	1101	952	8869	151.19
BcK1E1_00030	381	232	5150	360.25
BcK1E1_00031	438	289	287	16.1164
BcK1E1_00032	2448	2299	86679	611.87
BcK1E1_00033	228	79.0036	3663	752.444
BcK1E1_00034	795	646	2969	74.5868
BcK1E1_00035	1488	1339	2631	31.8878
BcK1E1_00036	474	325	7489	373.96
BcK1E1_00037	768	619	2449	64.207
BcK1E1_00038	1092	943	2655	45.6917
BcK1E1_00039	645	496	1521	49.7659
BcK1E1_00040	2097	1948	15318	127.614
BcK1E1_00041	945	796	5159	105.181
BcK1E1_00042	1467	1318	11609	142.943
BcK1E1_00043	1626	1477	14123	155.178
BcK1E1_00044	1617	1468	17618	194.767
BcK1E1_00045	516	367	7447	329.306
BcK1E1_00046	708	559	19082	553.983
BcK1E1_00047	2448	2299	7335	51.778
BcK1E1_00048	1266	1117	623	9.05147
BcK1E1_00049	657	508	178	5.68644
BcK1E1_00050	1071	922	2596	45.6939
BcK1E1_00051	984	835	1623	31.544
BcK1E1_00052	228	79.0036	52	10.6817
BcK1E1_00053	86	5.93769	0	0
BcK1E1_00054	249	100	831	134.861
