target_id	length	eff_length	est_counts	tpm
BcK1E1_00001	1476	1327	31025	326.623
BcK1E1_00002	1125	976	22255	318.554
BcK1E1_00003	1203	1054	3261	43.2231
BcK1E1_00004	486	337	501	20.7689
BcK1E1_00005	2097	1948	75560	541.887
BcK1E1_00006	2706	2557	91184	498.188
BcK1E1_00007	540	391	20583	735.423
BcK1E1_00008	1347	1198	22785	265.704
BcK1E1_00009	468	319	416	18.2183
BcK1E1_00010	966	817	1968	33.6518
BcK1E1_00011	1449	1300	3216	34.5604
BcK1E1_00012	324	175	566	45.1839
BcK1E1_00013	1446	1297	132	1.4218
BcK1E1_00014	1170	1021	81	1.10832
BcK1E1_00015	180	33.6633	3	1.245
BcK1E1_00016	447	298	307	14.3922
BcK1E1_00017	717	568	3082	75.8036
BcK1E1_00018	74	5.2474	0	0
BcK1E1_00019	74	5.2474	0	0
BcK1E1_00020	75	5.29865	0	0
BcK1E1_00021	777	628	556	12.3686
BcK1E1_00022	984	835	3132	52.4011
BcK1E1_00023	1332	1183	4220	49.8349
BcK1E1_00024	1335	1186	1985	23.382
BcK1E1_00025	696	547	3587	91.6114
BcK1E1_00026	2757	2608	91185	488.451
BcK1E1_00027	1842	1693	6967	57.4903
BcK1E1_00028	1629	1480	6538	61.7147
BcK1E1_00029	1101	952	12676	186.016
BcK1E1_00030	381	232	6006	361.662
BcK1E1_00031	438	289	347	16.774
BcK1E1_00032	2448	2299	95838	582.377
BcK1E1_00033	228	79.0036	5455	964.614
BcK1E1_00034	795	646	3698	79.9724
BcK1E1_00035	1488	1339	3427	35.7552
BcK1E1_00036	474	325	10808	464.587
BcK1E1_00037	768	619	2858	64.5026
BcK1E1_00038	1092	943	3392	50.2516
BcK1E1_00039	645	496	1978	55.7122
BcK1E1_00040	2097	1948	16635	119.3
BcK1E1_00041	945	796	6264	109.937
BcK1E1_00042	1467	1318	15634	165.714
BcK1E1_00043	1626	1477	20681	195.612
BcK1E1_00044	1617	1468	23478	223.43
BcK1E1_00045	516	367	9668	368.024
BcK1E1_00046	708	559	25129	628.013
BcK1E1_00047	2448	2299	10036	60.9856
BcK1E1_00048	1266	1117	829	10.3683
BcK1E1_00049	657	508	217	5.96762
BcK1E1_00050	1071	922	2922	44.2746
BcK1E1_00051	984	835	1578	26.4013
BcK1E1_00052	228	79.0036	44	7.78057
BcK1E1_00053	86	5.93769	0	0
BcK1E1_00054	249	100	1210	169.04
BcK1E1_00055	1257	1108	96	1.21042
BcK1E1_00056	717	568	291	7.15731
BcK1E1_00057	1368	1219	8143	93.3225
BcK1E1_00058	1956	1807	27580	213.227
BcK1E1_00059	2487	2338	10293	61.5039
BcK1E1_00060	1011	862	3277	53.1098
BcK1E1_00061	1506	1357	9387	96.639
BcK1E1_00062	1455	1306	21138	226.113
BcK1E1_00063	1101	952	9421	138.25
BcK1E1_00064	74	5.2474	0	0
BcK1E1_00065	654	505	230	6.36271
BcK1E1_00066	1560	1411	11229	111.178
BcK1E1_00067	795	646	3365	72.7709
BcK1E1_00068	1101	952	3415	50.114
BcK1E1_00069	954	805	3343	58.0158
BcK1E1_00070	2640	2491	6781	38.0299
BcK1E1_00071	384	235	137	8.14438
BcK1E1_00072	1167	1018	117	1.60562
BcK1E1_00073	135	12.1958	9	10.3095
BcK1E1_00074	1284	1135	1157	14.2411
BcK1E1_00075	957	808	3928	67.915
BcK1E1_00076	2331	2182	4974	31.8461
BcK1E1_00077	2700	2551	4098	22.4423
BcK1E1_00078	1104	955	5143	75.2348
BcK1E1_00079	1287	1138	43606	535.315
BcK1E1_00080	1515	1366	8569	87.6365
BcK1E1_00081	1095	946	7552	111.526
BcK1E1_00082	396	247	1955	110.575
BcK1E1_00083	1086	937	1783	26.5838
BcK1E1_00084	1515	1366	7304	74.6991
BcK1E1_00085	126	10.3458	21	28.3571
